medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	ckd_4_5	dialysis	transplant	ckd_1_2	ckd_3_5	kidney_ppv	kidney_flu
354340015	congenital nephrotic syndrome with focal glomerulosclerosis	K01w2	K01w200	236384008	354340015	1				1	1	1
354341016	nephrotic syndrome with pseudohermaphroditism	K01w1-1	K01w111	236385009	354341016	1				1	1	1
1847541000006113	wilms' tumour + nephrotic syndrome + pseudohermaphroditism	K01w1-2	K01w112	236385009	354342011	1				1	1	1
354343018	drash syndrome	K01w1	K01w100	236385009	354343018	1				1	1	1
5093451000006111	wilms' tumor and nephrotic syndrome with pseudohermaphroditism	^ESCTWI509345		236385009	354344012	1				1	1	1
354352010	rapidly progressive glomerulonephritis	K0A8	K0A8.00	236392004	354352010	1				1	1	1
303863017	chronic rapidly progressive glomerulonephritis	K023	K023.00	236392004	354352010	1				1	1	1
303894017	rapidly progressive nephritis unspecified	K033	K033.00	236392004	354352010	1				1	1	1
5093471000006118	rpgn - rapidly progressive glomerulonephritis	^ESCTRP509347		236392004	354353017	1				1	1	1
354417015	acute-on-chronic renal failure	K0E	K0E..00	236433006	354417015	1				1	1	1
354520014	goodpasture's disease	G7521	G752100	236506009	354520014	1				1	1	1
5095591000006119	first use syndrome of dialysis	^ESCTFI509559		236539007	354562019		1				1	1
615611000006116	det.ren.func.after ren.transpl	SP080-1	SP08011	236570004	354610013			1			1	1
354610013	renal transplant rejection	SP08R	SP08R00	236570004	354610013			1			1	1
354612017	accelerated rejection of renal transplant	SP08C	SP08C00	236572007	354612017			1			1	1
354613010	very mild acute rejection of renal transplant	SP08V	SP08V00	236573002	354613010			1			1	1
354614016	borderline changes of acute rejection	SP08V-1	SP08V11	236573002	354614016			1			1	1
354615015	acute rejection of renal transplant	SP08H	SP08H00	236574008	354615015			1			1	1
354616019	acute rejection of renal transplant - grade i	SP08E	SP08E00	236575009	354616019			1			1	1
354617011	acute rejection of renal transplant - grade ii	SP08F	SP08F00	236576005	354617011			1			1	1
354618018	acute rejection of renal transplant - grade iii	SP08G	SP08G00	236577001	354618018			1			1	1
354619014	chronic rejection of renal transplant	SP08J	SP08J00	236578006	354619014			1			1	1
5096141000006114	chronic allograft nephropathy	^ESCTCH509614		236578006	354620015			1			1	1
354621016	chronic transplant nephropathy	SP08J-1	SP08J11	236578006	354621016			1			1	1
354623018	chronic rejection of renal transplant - grade 1	SP08K	SP08K00	236579003	354623018			1			1	1
354624012	chronic rejection of renal transplant - grade ii	SP08L	SP08L00	236580000	354624012			1			1	1
354627017	chronic rejection of renal transplant - grade iii	SP08M	SP08M00	236581001	354627017			1			1	1
354628010	acute-on-chronic rejection of renal transplant	SP08D	SP08D00	236582008	354628010			1			1	1
5120141000006114	flushing of chronic ambulatory peritoneal dialysis catheter	^ESCTFL512014		238317004	357218016		1				1	1
357219012	continuous ambulatory peritoneal dialysis	7L1A5	7L1A500	238318009	357219012		1				1	1
5120171000006118	capd - continuous ambulatory peritoneal dialysis	^ESCTCA512017		238318009	357220018		1				1	1
460680012	[v]renal dialysis status	ZV451	ZV45100	251859005	375186018		1				1	1
386181000000111	pre-transplantation of kidney work-up, recipient	7B0F1	7B0F100	238251000000109	386181000000111			1			1	1
387911000000115	pre-transplantation of kidney work-up, live donor	7B0F2	7B0F200	239101000000109	387911000000115			1			1	1
394352016	repair of acquired arteriovenous fistula	7A611	7A61100	265538001	394352016		1				1	1
394365013	transplant nephrectomy	7B015	7B01500	265550007	394365013			1			1	1
5486891000006118	removal of transplanted kidney	^ESCTRE548689		265550007	394366014			1			1	1
278834012	other specified compensation for renal failure	7L1Ay	7L1Ay00	265763003	394639018	1	1			1	1	1
394639018	compensation for renal failure	7L1A	7L1A.00	265763003	394639018	1	1			1	1	1
278835013	compensation for renal failure nos	7L1Az	7L1Az00	265764009	394640016	1	1			1	1	1
619541000006116	dialysis for renal failure	7L1A-1	7L1A.11	265764009	394640016	1	1			1	1	1
394640016	renal dialysis	7L1A0	7L1A000	265764009	394640016		1				1	1
5488801000006112	kidney dialysis	^ESCTKI548880		265764009	394641017		1				1	1
5488811000006110	artificial kidney dialysis	^ESCTAR548881		265764009	394642012		1				1	1
396706011	nephrotic syndrome with minimal change glomerulonephritis	K013	K013.00	266549004	396706011	1				1	1	1
441211000006110	accid cut,puncture,perf,h'ge - perfusion nos	TA02z	TA02z00	269691005	404223019		1				1	1
441161000006118	accid cut,puncture,perf,h'ge - kidney dialysis/oth perfusion	TA02	TA02.00	269691005	404223019		1				1	1
713611000006110	mechanical failure of apparatus during kidney dialysis	TA420	TA42000	269698004	404234016		1				1	1
713671000006118	mechanical failure of apparatus during renal dialysis	TA420-1	TA42011	269698004	404234016		1				1	1
228121000006115	placement ambulatory apparatus- compensate renal failure os	7L1By	7L1By00	271418008	406192014	1	1			1	1	1
5524381000006119	chronic ambulatory peritoneal dialysis catheter procedure	^ESCTCH552438		271418008	406192014		1				1	1
228111000006111	placement ambulatory apparatus- compensate renal failure nos	7L1Bz	7L1Bz00	271418008	406192014	1	1			1	1	1
413415016	unexplained episode of renal transplant dysfunction	SP08N	SP08N00	277010001	413415016			1			1	1
4152501000006114	dialysis procedure	^ESCTDI415250		108241001	4152501000006114		1				1	1
5616371000006112	av - procedure related to surgical arteriovenous connection	^ESCTAV561637		278691000	415688017		1				1	1
384823013	arteriovenous shunt	7A60	7A60.00	278691000	415689013		1				1	1
4223014	bilateral nephrectomy	7B012	7B01200	1866009	4223014			1			1	1
5686451000006112	removal of rejected kidney	^ESCTRE568645		284348003	422991013			1			1	1
422992018	excision of rejected transplanted kidney	7B015-1	7B01511	284348003	422992018			1			1	1
1905531000006112	excision of rejected transplanted kidney	7B019	7B01900	284348003	422992018			1			1	1
5907531000006119	hemodialysis procedure	^ESCTHE590753		302497006	444199017		1				1	1
5907541000006112	hd - hemodialysis	^ESCTHD590754		302497006	444200019		1				1	1
5907551000006114	hd - haemodialysis	^ESCTHD590755		302497006	444201015		1				1	1
5907561000006111	haemodialysis procedure	^ESCTHA590756		302497006	444202010		1				1	1
106291000006118	thomas intravascular shunt for dialysis	7L1A0-1	7L1A011	302497006	444203017		1				1	1
278832011	haemodialysis nec	7L1A2	7L1A200	302497006	444203017		1				1	1
5907571000006116	extracorporeal hemodialysis	^ESCTEX590757		302497006	444204011		1				1	1
5907581000006118	extracorporeal haemodialysis	^ESCTEX590758		302497006	444205012		1				1	1
5907591000006115	hemodialysis	^ESCTHE590759		302497006	444206013		1				1	1
4542501000006119	history of renal transplant	^ESCTHI454250		161665007	4542501000006119			1			1	1
454255014	anaemia secondary to renal failure	D215	D215.00	310647000	454255014	1				1	1	1
6002501000006116	anemia secondary to renal failure	^ESCTAN600250		310647000	454256010	1				1	1	1
2948291000006110	arteriovenous fistulization	^ESCTAR294829		27929005	46754019		1				1	1
394350012	creation of arteriovenous fistula nec	7A601	7A60100	27929005	483711015		1				1	1
2948311000006114	creation of surgical arteriovenous fistula	^ESCTCR294831		27929005	483712010		1				1	1
2948321000006118	construction of arteriovenous fistula	^ESCTCO294832		27929005	483713017		1				1	1
2948331000006115	av - creation of arteriovenous fistula	^ESCTAV294833		27929005	483714011		1				1	1
2948281000006112	arteriovenous fistulisation	^ESCTAR294828		27929005	483715012		1				1	1
3246261000006110	creation of arteriovenous shunt	^ESCTCR324626		46196009	494459011		1				1	1
3246271000006115	av - creation of arteriovenous shunt	^ESCTAV324627		46196009	494460018		1				1	1
3246281000006117	construction of arteriovenous shunt	^ESCTCO324628		46196009	494461019		1				1	1
480871000006117	anaemia secondary to chronic renal failure	D2150	D215000	49708008	495474017	1				1	1	1
3647051000006117	tx - renal transplantation	^ESCTTX364705		70536003	501591017			1			1	1
3647061000006115	kidney transplant	^ESCTKI364706		70536003	501592012			1			1	1
3647071000006110	tx - kidney transplantation	^ESCTTX364707		70536003	501593019			1			1	1
272327014	transplantation of kidney nos	7B00z	7B00z00	70536003	501594013			1			1	1
501594013	transplantation of kidney	7B00	7B00.00	70536003	501594013			1			1	1
3647091000006111	renal graft	^ESCTRE364709		70536003	501595014			1			1	1
3973841000006119	crf - chronic renal failure	^ESCTCR397384		90688005	509110011	1				1	1	1
305192017	[x]other chronic renal failure	Kyu21	Kyu2100	90688005	509111010	1				1	1	1
509111010	chronic renal failure	K05	K05..00	90688005	509111010	1				1	1	1
1848741000006116	disorders associated with peritoneal dialysis	SP0E	SP0E.00	33461007	55841017		1				1	1
595541000000119	chronic kidney disease stage 1 with proteinuria	1Z17	1Z17.00	324121000000109	595541000000119				1			
595601000000118	chronic kidney disease stage 1 without proteinuria	1Z18	1Z18.00	324151000000104	595601000000118				1			
595661000000119	chronic kidney disease stage 2 with proteinuria	1Z19	1Z19.00	324181000000105	595661000000119				1			
595721000000116	chronic kidney disease stage 2 without proteinuria	1Z1A	1Z1A.00	324211000000106	595721000000116				1			
595811000000117	chronic kidney disease stage 3 with proteinuria	1Z1B	1Z1B.00	324251000000105	595811000000117					1		1
595871000000110	chronic kidney disease stage 3 without proteinuria	1Z1C	1Z1C.00	324281000000104	595871000000110					1		1
595931000000116	chronic kidney disease stage 3a with proteinuria	1Z1D	1Z1D.00	324311000000101	595931000000116					1		1
595991000000115	chronic kidney disease stage 3a without proteinuria	1Z1E	1Z1E.00	324341000000100	595991000000115					1		1
596051000000115	chronic kidney disease stage 3b with proteinuria	1Z1F	1Z1F.00	324371000000106	596051000000115					1		1
596131000000114	chronic kidney disease stage 3b without proteinuria	1Z1G	1Z1G.00	324411000000105	596131000000114					1		1
596191000000110	chronic kidney disease stage 4 with proteinuria	1Z1H	1Z1H.00	324441000000106	596191000000110	1				1	1	1
596261000000111	chronic kidney disease stage 4 without proteinuria	1Z1J	1Z1J.00	324471000000100	596261000000111	1				1	1	1
596321000000110	chronic kidney disease stage 5 with proteinuria	1Z1K	1Z1K.00	324501000000107	596321000000110	1				1	1	1
596401000000111	chronic kidney disease stage 5 without proteinuria	1Z1L	1Z1L.00	324541000000105	596401000000111	1				1	1	1
618391000000118	ckd stage 1 with proteinuria	1Z17-1	1Z17.11	324121000000109	618391000000118				1			
618401000000115	ckd stage 1 without proteinuria	1Z18-1	1Z18.11	324151000000104	618401000000115				1			
618411000000118	ckd stage 2 with proteinuria	1Z19-1	1Z19.11	324181000000105	618411000000118				1			
618421000000112	ckd stage 2 without proteinuria	1Z1A-1	1Z1A.11	324211000000106	618421000000112				1			
618431000000114	ckd stage 3 with proteinuria	1Z1B-1	1Z1B.11	324251000000105	618431000000114					1		1
618441000000117	ckd stage 3 without proteinuria	1Z1C-1	1Z1C.11	324281000000104	618441000000117					1		1
618451000000119	ckd stage 3a with proteinuria	1Z1D-1	1Z1D.11	324311000000101	618451000000119					1		1
618461000000116	ckd stage 3a without proteinuria	1Z1E-1	1Z1E.11	324341000000100	618461000000116					1		1
618471000000111	ckd stage 3b with proteinuria	1Z1F-1	1Z1F.11	324371000000106	618471000000111					1		1
618481000000113	ckd stage 3b without proteinuria	1Z1G-1	1Z1G.11	324411000000105	618481000000113					1		1
618491000000110	ckd stage 4 with proteinuria	1Z1H-1	1Z1H.11	324441000000106	618491000000110	1				1	1	1
618501000000116	ckd stage 4 without proteinuria	1Z1J-1	1Z1J.11	324471000000100	618501000000116	1				1	1	1
618511000000119	ckd stage 5 with proteinuria	1Z1K-1	1Z1K.11	324501000000107	618511000000119	1				1	1	1
618521000000113	ckd stage 5 without proteinuria	1Z1L-1	1Z1L.11	324541000000105	618521000000113	1				1	1	1
7367691000006114	infection of haemodialysis arteriovenous fistula	^ESCTIN736769		449288005	7367691000006114		1				1	1
3222311000006119	minimal change disease	^ESCTMI322231		44785005	74718011	1				1	1	1
3222321000006110	nil disease	^ESCTNI322232		44785005	74719015					1		1
74720014	lipoid nephrosis	K013-1	K013.11	44785005	74720014	1				1	1	1
3222341000006115	lipid nephrosis	^ESCTLI322234		44785005	74721013	1				1	1	1
641471000006117	end stage renal failure	K05-2	K05..12	46177005	76995019	1				1	1	1
215521000000116	end stage renal failure	K050	K050.00	46177005	76995019	1				1	1	1
641491000006116	end-stage renal disease	K0D	K0D..00	46177005	76996018	1				1	1	1
3245841000006115	end stage kidney disease	^ESCTEN324584		46177005	76996018	1				1	1	1
272142019	arteriovenous shunt nos	7A60z	7A60z00	46196009	77029013		1				1	1
272141014	other specified arteriovenous shunt	7A60y	7A60y00	46196009	77029013		1				1	1
3246221000006116	surgical construction of arteriovenous shunt	^ESCTSU324622		46196009	77029013		1				1	1
3246231000006118	formation of arteriovenous shunt	^ESCTFO324623		46196009	77033018		1				1	1
3246241000006111	arteriovenous shunt	^ESCTAR324624		46196009	77035013		1				1	1
3246251000006113	arteriovenostomy	^ESCTAR324625		46196009	77036014		1				1	1
303843012	congenital nephrotic syndrome nos	K01wz	K01wz00	48796009	81307015	1				1	1	1
81307015	congenital nephrotic syndrome	K01w	K01w.00	48796009	81307015	1				1	1	1
3289691000006118	familial nephrotic syndrome	^ESCTFA328969		48796009	81308013	1				1	1	1
299665018	hypertensive renal disease with renal failure	G222	G222.00	49220004	81984019	1				1	1	1
3296351000006114	hypertensive renal failure	^ESCTHY329635		49220004	81984019	1				1	1	1
3304611000006115	anemia of chronic renal failure	^ESCTAN330461		49708008	82792016	1				1	1	1
84262013	goodpasture's syndrome	G7520	G752000	50581000	84262013	1				1	1	1
866731000006115	kidney replacement nos	7B00-97	7B00.97	70536003	866731000006115			1			1	1
866751000006110	kidney replacement	7B00-99	7B00.99	70536003	866751000006110			1			1	1
303854019	nephrotic syndrome with other pathological kidney lesions	K01y	K01y.00	52254009	86957016	1				1	1	1
86957016	nephrotic syndrome	K01	K01..00	52254009	86957016	1				1	1	1
303855018	nephrotic syndrome nos	K01z	K01z.00	52254009	86957016	1				1	1	1
877641000006113	extracorporeal kidney	7L1A0-99	7L1A099	265764009	877641000006113		1				1	1
12456611000006118	[v]aftercare involving intermittent dialysis	^ESCT1245661		398471000000102	895461000000116		1				1	1
900121000006113	renal transplant rejected	SP081-99	SP08199	236570004	900121000006113			1			1	1
906351000006116	[rfc] renal transplant	HNG0111		906351000006100	906351000006116			1			1	1
12456631000006112	[v]aftercare involving renal dialysis nos	^ESCT1245663		410511000000103	936221000000115		1				1	1
12456601000006116	[v]aftercare involving extracorporeal dialysis	^ESCT1245660		410511000000103	968901000000114		1				1	1
988961000006115	renal transplant rejected	SP083-99	SP08399	213150003	988961000006115			1			1	1
994401000006118	chronic kidney disease stage 1	EMISNQCH18		994401000006102	994401000006118				1			
994411000006115	chronic kidney disease stage 2	EMISNQCH19		994411000006104	994411000006115				1			
994421000006111	chronic kidney disease stage 3	EMISNQCH20		994421000006107	994421000006111					1		1
994431000006114	chronic kidney disease stage 4	EMISNQCH21		994431000006105	994431000006114	1				1	1	1
994441000006116	chronic kidney disease stage 5	EMISNQCH22		994441000006100	994441000006116	1				1	1	1
