prodcodeid	drugsubstancename	termfromemis	class	extra	depression_drugs
10617441000033116	vortioxetine hydrobromide	brintellix 20mg tablets (lundbeck ltd)	SMS	1	1
10617241000033117	vortioxetine hydrobromide	brintellix 5mg tablets (lundbeck ltd)	SMS	1	1
10617041000033113	vortioxetine hydrobromide	vortioxetine 10mg tablets	SMS	1	1
10617141000033112	vortioxetine hydrobromide	vortioxetine 20mg tablets	SMS	1	1
10616941000033112	vortioxetine hydrobromide	vortioxetine 5mg tablets	SMS	1	1
966341000033118		nefazodone hydrochloride tablets (starter pack) 14 x 50 mg, 14 x 100 mg, 28 x 200 mg	Atypical	1	1
5077041000033116	agomelatine	agomelatine 25mg tablets	Atypical	1	1
5077141000033117	agomelatine	valdoxan 25mg tablets (servier laboratories ltd)	Atypical	1	1
917541000033110	mianserin hydrochloride	mianserin 10mg tablets	Atypical	1	1
917641000033111	mianserin hydrochloride	mianserin 20mg tablets	Atypical	1	1
917741000033119	mianserin hydrochloride	mianserin 30mg tablets	Atypical	1	1
3029641000033112	mirtazapine	mirtazapine 15mg orodispersible tablets	Atypical	1	1
3256741000033118	mirtazapine	mirtazapine 15mg tablets	Atypical	1	1
3058741000033113	mirtazapine	mirtazapine 15mg/ml oral solution sugar free	Atypical	1	1
2974841000033114	mirtazapine	mirtazapine 30mg orodispersible tablets	Atypical	1	1
919641000033115	mirtazapine	mirtazapine 30mg tablets	Atypical	1	1
3029741000033115	mirtazapine	mirtazapine 45mg orodispersible tablets	Atypical	1	1
3256841000033111	mirtazapine	mirtazapine 45mg tablets	Atypical	1	1
1558041000033118	mirtazapine	zispin 30mg tablets (organon laboratories ltd)	Atypical	1	1
3029841000033113	mirtazapine	zispin soltab 15mg orodispersible tablets (organon pharma (uk) ltd)	Atypical	1	1
3078541000033115	mirtazapine	zispin soltab 30mg orodispersible tablets (organon pharma (uk) ltd)	Atypical	1	1
3029941000033117	mirtazapine	zispin soltab 45mg orodispersible tablets (organon pharma (uk) ltd)	Atypical	1	1
489741000033113	nefazodone hydrochloride	dutonin 100mg tablets (bristol-myers squibb pharmaceuticals ltd)	Atypical	1	1
489841000033115	nefazodone hydrochloride	dutonin 200mg tablets (bristol-myers squibb pharmaceuticals ltd)	Atypical	1	1
966141000033116	nefazodone hydrochloride	nefazodone 100mg tablets	Atypical	1	1
966241000033111	nefazodone hydrochloride	nefazodone 200mg tablets	Atypical	1	1
923241000033113	trazodone hydrochloride	molipaxin 100mg capsules (zentiva pharma uk ltd)	Atypical	1	1
938741000033111	trazodone hydrochloride	molipaxin 150mg tablets (zentiva pharma uk ltd)	Atypical	1	1
923041000033117	trazodone hydrochloride	molipaxin 50mg capsules (zentiva pharma uk ltd)	Atypical	1	1
929541000033113	trazodone hydrochloride	molipaxin 50mg/5ml oral liquid (sanofi)	Atypical	1	1
929841000033110	trazodone hydrochloride	molipaxin cr 150mg tablets (aventis pharma)	Atypical	1	1
1455241000033113	trazodone hydrochloride	trazodone 100mg capsules	Atypical	1	1
13444341000033112	trazodone hydrochloride	trazodone 100mg tablets	Atypical	1	1
12476541000033119	trazodone hydrochloride	trazodone 100mg/5ml oral solution sugar free	Atypical	1	1
1462241000033110	trazodone hydrochloride	trazodone 150mg modified-release tablets	Atypical	1	1
1473641000033113	trazodone hydrochloride	trazodone 150mg tablets	Atypical	1	1
1454641000033112	trazodone hydrochloride	trazodone 50mg capsules	Atypical	1	1
13444241000033119	trazodone hydrochloride	trazodone 50mg tablets	Atypical	1	1
1461941000033113	trazodone hydrochloride	trazodone 50mg/5ml oral solution sugar free	Atypical	1	1
8248041000033117	tryptophan	optimax 500mg capsules (special order)	Atypical	1	1
1008941000033114	tryptophan	optimax 500mg tablets (esteve pharmaceuticals ltd)	Atypical	1	1
8247941000033115	tryptophan	tryptophan 500mg capsules	Atypical	1	1
1474141000033117	tryptophan	tryptophan 500mg tablets	Atypical	1	1
